"RG","TG"
"PIM1_ITGAM","PIM1","ITGAM"
"PIM2_ITGAM","PIM2","ITGAM"
"CSF1R_ITGAM","CSF1R","ITGAM"
"MPO_ITGAM","MPO","ITGAM"
"CSF2_ITGAM","CSF2","ITGAM"
"IL3_ITGAM","IL3","ITGAM"
"RUNX1T1_ITGAM","RUNX1T1","ITGAM"
"PML_ITGAM","PML","ITGAM"
"RARA_ITGAM","RARA","ITGAM"
"ZBTB16_ITGAM","ZBTB16","ITGAM"
"SPI1_ITGAM","SPI1","ITGAM"
"CD14_ITGAM","CD14","ITGAM"
"FCGR1A_ITGAM","FCGR1A","ITGAM"
"CEBPE_ITGAM","CEBPE","ITGAM"
"BCL2A1_ITGAM","BCL2A1","ITGAM"
"DUSP6_ITGAM","DUSP6","ITGAM"
"JUP_ITGAM","JUP","ITGAM"
"LEF1_ITGAM","LEF1","ITGAM"
"CCND1_ITGAM","CCND1","ITGAM"
"PPARD_ITGAM","PPARD","ITGAM"
"FLT3_FCGR1A","FLT3","FCGR1A"
"PIK3CA_FCGR1A","PIK3CA","FCGR1A"
"PIK3CD_FCGR1A","PIK3CD","FCGR1A"
"PIK3CB_FCGR1A","PIK3CB","FCGR1A"
"PIK3R2_FCGR1A","PIK3R2","FCGR1A"
"AKT2_FCGR1A","AKT2","FCGR1A"
"CHUK_FCGR1A","CHUK","FCGR1A"
"IKBKB_FCGR1A","IKBKB","FCGR1A"
"IKBKG_FCGR1A","IKBKG","FCGR1A"
"NFKB1_FCGR1A","NFKB1","FCGR1A"
"RELA_FCGR1A","RELA","FCGR1A"
"BAD_FCGR1A","BAD","FCGR1A"
"RPS6KB1_FCGR1A","RPS6KB1","FCGR1A"
"GRB2_FCGR1A","GRB2","FCGR1A"
"SOS2_FCGR1A","SOS2","FCGR1A"
"ARAF_FCGR1A","ARAF","FCGR1A"
"BRAF_FCGR1A","BRAF","FCGR1A"
"RAF1_FCGR1A","RAF1","FCGR1A"
"MAP2K1_FCGR1A","MAP2K1","FCGR1A"
"MAP2K2_FCGR1A","MAP2K2","FCGR1A"
"MAPK3_FCGR1A","MAPK3","FCGR1A"
"STAT5A_FCGR1A","STAT5A","FCGR1A"
"STAT5B_FCGR1A","STAT5B","FCGR1A"
"PIM1_FCGR1A","PIM1","FCGR1A"
"CSF1R_FCGR1A","CSF1R","FCGR1A"
"MPO_FCGR1A","MPO","FCGR1A"
"PML_FCGR1A","PML","FCGR1A"
"RARA_FCGR1A","RARA","FCGR1A"
"PER2_FCGR1A","PER2","FCGR1A"
"SPI1_FCGR1A","SPI1","FCGR1A"
"CD14_FCGR1A","CD14","FCGR1A"
"ITGAM_FCGR1A","ITGAM","FCGR1A"
"CEBPE_FCGR1A","CEBPE","FCGR1A"
"CCNA2_FCGR1A","CCNA2","FCGR1A"
"CCNA1_FCGR1A","CCNA1","FCGR1A"
"MYC_FCGR1A","MYC","FCGR1A"
"DUSP6_FCGR1A","DUSP6","FCGR1A"
"JUP_FCGR1A","JUP","FCGR1A"
"TCF7_FCGR1A","TCF7","FCGR1A"
"TCF7L1_FCGR1A","TCF7L1","FCGR1A"
"TCF7L2_FCGR1A","TCF7L2","FCGR1A"
"LEF1_FCGR1A","LEF1","FCGR1A"
"CCND1_FCGR1A","CCND1","FCGR1A"
"PPARD_FCGR1A","PPARD","FCGR1A"
"KIT_CEBPE","KIT","CEBPE"
"PIK3CD_CEBPE","PIK3CD","CEBPE"
"PIK3CB_CEBPE","PIK3CB","CEBPE"
"PIK3R2_CEBPE","PIK3R2","CEBPE"
"AKT3_CEBPE","AKT3","CEBPE"
"MTOR_CEBPE","MTOR","CEBPE"
"SOS1_CEBPE","SOS1","CEBPE"
"HRAS_CEBPE","HRAS","CEBPE"
"ARAF_CEBPE","ARAF","CEBPE"
"MAP2K1_CEBPE","MAP2K1","CEBPE"
"MAP2K2_CEBPE","MAP2K2","CEBPE"
"STAT3_CEBPE","STAT3","CEBPE"
"STAT5A_CEBPE","STAT5A","CEBPE"
"STAT5B_CEBPE","STAT5B","CEBPE"
"PIM1_CEBPE","PIM1","CEBPE"
"PIM2_CEBPE","PIM2","CEBPE"
"CSF1R_CEBPE","CSF1R","CEBPE"
"MPO_CEBPE","MPO","CEBPE"
"CSF2_CEBPE","CSF2","CEBPE"
"IL3_CEBPE","IL3","CEBPE"
"RUNX1T1_CEBPE","RUNX1T1","CEBPE"
"RARA_CEBPE","RARA","CEBPE"
"ZBTB16_CEBPE","ZBTB16","CEBPE"
"CD14_CEBPE","CD14","CEBPE"
"ITGAM_CEBPE","ITGAM","CEBPE"
"FCGR1A_CEBPE","FCGR1A","CEBPE"
"BCL2A1_CEBPE","BCL2A1","CEBPE"
"CCNA2_CEBPE","CCNA2","CEBPE"
"CCNA1_CEBPE","CCNA1","CEBPE"
"MYC_CEBPE","MYC","CEBPE"
"TCF7_CEBPE","TCF7","CEBPE"
"TCF7L1_CEBPE","TCF7L1","CEBPE"
"LEF1_CEBPE","LEF1","CEBPE"
"CCND1_CEBPE","CCND1","CEBPE"
"FLT3_BCL2A1","FLT3","BCL2A1"
"PIK3CA_BCL2A1","PIK3CA","BCL2A1"
"PIK3CD_BCL2A1","PIK3CD","BCL2A1"
"PIK3CB_BCL2A1","PIK3CB","BCL2A1"
"PIK3R2_BCL2A1","PIK3R2","BCL2A1"
"PIK3R3_BCL2A1","PIK3R3","BCL2A1"
"AKT3_BCL2A1","AKT3","BCL2A1"
"IKBKG_BCL2A1","IKBKG","BCL2A1"
"NFKB1_BCL2A1","NFKB1","BCL2A1"
"RELA_BCL2A1","RELA","BCL2A1"
"BAD_BCL2A1","BAD","BCL2A1"
"MTOR_BCL2A1","MTOR","BCL2A1"
"EIF4EBP1_BCL2A1","EIF4EBP1","BCL2A1"
"RPS6KB1_BCL2A1","RPS6KB1","BCL2A1"
"GRB2_BCL2A1","GRB2","BCL2A1"
"SOS1_BCL2A1","SOS1","BCL2A1"
"SOS2_BCL2A1","SOS2","BCL2A1"
"ARAF_BCL2A1","ARAF","BCL2A1"
"BRAF_BCL2A1","BRAF","BCL2A1"
"RAF1_BCL2A1","RAF1","BCL2A1"
"MAP2K1_BCL2A1","MAP2K1","BCL2A1"
"MAPK1_BCL2A1","MAPK1","BCL2A1"
"MAPK3_BCL2A1","MAPK3","BCL2A1"
"STAT5A_BCL2A1","STAT5A","BCL2A1"
"STAT5B_BCL2A1","STAT5B","BCL2A1"
"PIM1_BCL2A1","PIM1","BCL2A1"
"CSF1R_BCL2A1","CSF1R","BCL2A1"
"CSF2_BCL2A1","CSF2","BCL2A1"
"IL3_BCL2A1","IL3","BCL2A1"
"RUNX1T1_BCL2A1","RUNX1T1","BCL2A1"
"RARA_BCL2A1","RARA","BCL2A1"
"ZBTB16_BCL2A1","ZBTB16","BCL2A1"
"PER2_BCL2A1","PER2","BCL2A1"
"SPI1_BCL2A1","SPI1","BCL2A1"
"CD14_BCL2A1","CD14","BCL2A1"
"ITGAM_BCL2A1","ITGAM","BCL2A1"
"CEBPE_BCL2A1","CEBPE","BCL2A1"
"CCNA2_BCL2A1","CCNA2","BCL2A1"
"CCNA1_BCL2A1","CCNA1","BCL2A1"
"MYC_BCL2A1","MYC","BCL2A1"
"DUSP6_BCL2A1","DUSP6","BCL2A1"
"JUP_BCL2A1","JUP","BCL2A1"
"TCF7L2_BCL2A1","TCF7L2","BCL2A1"
"LEF1_BCL2A1","LEF1","BCL2A1"
"CCND1_BCL2A1","CCND1","BCL2A1"
"PPARD_BCL2A1","PPARD","BCL2A1"
"PIK3CA_CCNA2","PIK3CA","CCNA2"
"PIK3CD_CCNA2","PIK3CD","CCNA2"
"PIK3CB_CCNA2","PIK3CB","CCNA2"
"PIK3R2_CCNA2","PIK3R2","CCNA2"
"PIK3R3_CCNA2","PIK3R3","CCNA2"
"P3R3URF.PIK3R3_CCNA2","P3R3URF.PIK3R3","CCNA2"
"AKT1_CCNA2","AKT1","CCNA2"
"AKT2_CCNA2","AKT2","CCNA2"
"AKT3_CCNA2","AKT3","CCNA2"
"CHUK_CCNA2","CHUK","CCNA2"
"IKBKB_CCNA2","IKBKB","CCNA2"
"NFKB1_CCNA2","NFKB1","CCNA2"
"RELA_CCNA2","RELA","CCNA2"
"BAD_CCNA2","BAD","CCNA2"
"MTOR_CCNA2","MTOR","CCNA2"
"RPS6KB1_CCNA2","RPS6KB1","CCNA2"
"RPS6KB2_CCNA2","RPS6KB2","CCNA2"
"GRB2_CCNA2","GRB2","CCNA2"
"SOS1_CCNA2","SOS1","CCNA2"
"SOS2_CCNA2","SOS2","CCNA2"
"HRAS_CCNA2","HRAS","CCNA2"
"BRAF_CCNA2","BRAF","CCNA2"
"RAF1_CCNA2","RAF1","CCNA2"
"MAP2K1_CCNA2","MAP2K1","CCNA2"
"MAPK1_CCNA2","MAPK1","CCNA2"
"MAPK3_CCNA2","MAPK3","CCNA2"
"STAT3_CCNA2","STAT3","CCNA2"
"STAT5A_CCNA2","STAT5A","CCNA2"
"PIM1_CCNA2","PIM1","CCNA2"
"PIM2_CCNA2","PIM2","CCNA2"
"CSF1R_CCNA2","CSF1R","CCNA2"
"CSF2_CCNA2","CSF2","CCNA2"
"PML_CCNA2","PML","CCNA2"
"RARA_CCNA2","RARA","CCNA2"
"SPI1_CCNA2","SPI1","CCNA2"
"CD14_CCNA2","CD14","CCNA2"
"CEBPE_CCNA2","CEBPE","CCNA2"
"BCL2A1_CCNA2","BCL2A1","CCNA2"
"CCNA1_CCNA2","CCNA1","CCNA2"
"DUSP6_CCNA2","DUSP6","CCNA2"
"JUP_CCNA2","JUP","CCNA2"
"TCF7L2_CCNA2","TCF7L2","CCNA2"
"LEF1_CCNA2","LEF1","CCNA2"
"CCND1_CCNA2","CCND1","CCNA2"
"PPARD_CCNA2","PPARD","CCNA2"
"FLT3_CCNA1","FLT3","CCNA1"
"PIK3CA_CCNA1","PIK3CA","CCNA1"
"PIK3R1_CCNA1","PIK3R1","CCNA1"
"PIK3R2_CCNA1","PIK3R2","CCNA1"
"AKT1_CCNA1","AKT1","CCNA1"
"AKT2_CCNA1","AKT2","CCNA1"
"AKT3_CCNA1","AKT3","CCNA1"
"NFKB1_CCNA1","NFKB1","CCNA1"
"MTOR_CCNA1","MTOR","CCNA1"
"EIF4EBP1_CCNA1","EIF4EBP1","CCNA1"
"RPS6KB1_CCNA1","RPS6KB1","CCNA1"
"RPS6KB2_CCNA1","RPS6KB2","CCNA1"
"SOS1_CCNA1","SOS1","CCNA1"
"HRAS_CCNA1","HRAS","CCNA1"
"MAP2K1_CCNA1","MAP2K1","CCNA1"
"MAP2K2_CCNA1","MAP2K2","CCNA1"
"MAPK1_CCNA1","MAPK1","CCNA1"
"MAPK3_CCNA1","MAPK3","CCNA1"
"STAT3_CCNA1","STAT3","CCNA1"
"PIM1_CCNA1","PIM1","CCNA1"
"CSF1R_CCNA1","CSF1R","CCNA1"
"RUNX1T1_CCNA1","RUNX1T1","CCNA1"
"PML_CCNA1","PML","CCNA1"
"RARA_CCNA1","RARA","CCNA1"
"ZBTB16_CCNA1","ZBTB16","CCNA1"
"PER2_CCNA1","PER2","CCNA1"
"SPI1_CCNA1","SPI1","CCNA1"
"CD14_CCNA1","CD14","CCNA1"
"FCGR1A_CCNA1","FCGR1A","CCNA1"
"CEBPE_CCNA1","CEBPE","CCNA1"
"BCL2A1_CCNA1","BCL2A1","CCNA1"
"CCNA2_CCNA1","CCNA2","CCNA1"
"MYC_CCNA1","MYC","CCNA1"
"DUSP6_CCNA1","DUSP6","CCNA1"
"JUP_CCNA1","JUP","CCNA1"
"TCF7_CCNA1","TCF7","CCNA1"
"TCF7L1_CCNA1","TCF7L1","CCNA1"
"TCF7L2_CCNA1","TCF7L2","CCNA1"
"LEF1_CCNA1","LEF1","CCNA1"
"CCND1_CCNA1","CCND1","CCNA1"
"PPARD_CCNA1","PPARD","CCNA1"
"KIT_MYC","KIT","MYC"
"FLT3_MYC","FLT3","MYC"
"PIK3CD_MYC","PIK3CD","MYC"
"PIK3CB_MYC","PIK3CB","MYC"
"PIK3R1_MYC","PIK3R1","MYC"
"PIK3R3_MYC","PIK3R3","MYC"
"P3R3URF.PIK3R3_MYC","P3R3URF.PIK3R3","MYC"
"AKT2_MYC","AKT2","MYC"
"AKT3_MYC","AKT3","MYC"
"IKBKB_MYC","IKBKB","MYC"
"IKBKG_MYC","IKBKG","MYC"
"NFKB1_MYC","NFKB1","MYC"
"RELA_MYC","RELA","MYC"
"BAD_MYC","BAD","MYC"
"EIF4EBP1_MYC","EIF4EBP1","MYC"
"RPS6KB1_MYC","RPS6KB1","MYC"
"RPS6KB2_MYC","RPS6KB2","MYC"
"SOS1_MYC","SOS1","MYC"
"SOS2_MYC","SOS2","MYC"
"HRAS_MYC","HRAS","MYC"
"ARAF_MYC","ARAF","MYC"
"BRAF_MYC","BRAF","MYC"
"MAP2K1_MYC","MAP2K1","MYC"
"MAP2K2_MYC","MAP2K2","MYC"
"MAPK1_MYC","MAPK1","MYC"
"MAPK3_MYC","MAPK3","MYC"
"STAT3_MYC","STAT3","MYC"
"STAT5A_MYC","STAT5A","MYC"
"STAT5B_MYC","STAT5B","MYC"
"PIM2_MYC","PIM2","MYC"
"CSF1R_MYC","CSF1R","MYC"
"MPO_MYC","MPO","MYC"
"CSF2_MYC","CSF2","MYC"
"IL3_MYC","IL3","MYC"
"RUNX1T1_MYC","RUNX1T1","MYC"
"RARA_MYC","RARA","MYC"
"ZBTB16_MYC","ZBTB16","MYC"
"PER2_MYC","PER2","MYC"
"SPI1_MYC","SPI1","MYC"
"CD14_MYC","CD14","MYC"
"FCGR1A_MYC","FCGR1A","MYC"
"CEBPE_MYC","CEBPE","MYC"
"BCL2A1_MYC","BCL2A1","MYC"
"CCNA1_MYC","CCNA1","MYC"
"TCF7_MYC","TCF7","MYC"
"TCF7L1_MYC","TCF7L1","MYC"
"LEF1_MYC","LEF1","MYC"
"CCND1_MYC","CCND1","MYC"
"PPARD_MYC","PPARD","MYC"
"KIT_DUSP6","KIT","DUSP6"
"FLT3_DUSP6","FLT3","DUSP6"
"PIK3CA_DUSP6","PIK3CA","DUSP6"
"PIK3CD_DUSP6","PIK3CD","DUSP6"
"PIK3R1_DUSP6","PIK3R1","DUSP6"
"PIK3R3_DUSP6","PIK3R3","DUSP6"
"AKT1_DUSP6","AKT1","DUSP6"
"AKT2_DUSP6","AKT2","DUSP6"
"CHUK_DUSP6","CHUK","DUSP6"
"IKBKB_DUSP6","IKBKB","DUSP6"
"NFKB1_DUSP6","NFKB1","DUSP6"
"MTOR_DUSP6","MTOR","DUSP6"
"EIF4EBP1_DUSP6","EIF4EBP1","DUSP6"
"RPS6KB2_DUSP6","RPS6KB2","DUSP6"
"SOS2_DUSP6","SOS2","DUSP6"
"ARAF_DUSP6","ARAF","DUSP6"
"MAP2K2_DUSP6","MAP2K2","DUSP6"
"MAPK1_DUSP6","MAPK1","DUSP6"
"MAPK3_DUSP6","MAPK3","DUSP6"
"STAT5A_DUSP6","STAT5A","DUSP6"
"STAT5B_DUSP6","STAT5B","DUSP6"
"CSF1R_DUSP6","CSF1R","DUSP6"
"MPO_DUSP6","MPO","DUSP6"
"CSF2_DUSP6","CSF2","DUSP6"
"IL3_DUSP6","IL3","DUSP6"
"RUNX1T1_DUSP6","RUNX1T1","DUSP6"
"ZBTB16_DUSP6","ZBTB16","DUSP6"
"PER2_DUSP6","PER2","DUSP6"
"SPI1_DUSP6","SPI1","DUSP6"
"CD14_DUSP6","CD14","DUSP6"
"ITGAM_DUSP6","ITGAM","DUSP6"
"FCGR1A_DUSP6","FCGR1A","DUSP6"
"CEBPE_DUSP6","CEBPE","DUSP6"
"BCL2A1_DUSP6","BCL2A1","DUSP6"
"CCNA2_DUSP6","CCNA2","DUSP6"
"CCNA1_DUSP6","CCNA1","DUSP6"
"JUP_DUSP6","JUP","DUSP6"
"TCF7_DUSP6","TCF7","DUSP6"
"TCF7L1_DUSP6","TCF7L1","DUSP6"
"TCF7L2_DUSP6","TCF7L2","DUSP6"
"LEF1_DUSP6","LEF1","DUSP6"
"CCND1_DUSP6","CCND1","DUSP6"
"PPARD_DUSP6","PPARD","DUSP6"
"FLT3_JUP","FLT3","JUP"
"PIK3CA_JUP","PIK3CA","JUP"
"PIK3CD_JUP","PIK3CD","JUP"
"PIK3CB_JUP","PIK3CB","JUP"
"PIK3R1_JUP","PIK3R1","JUP"
"PIK3R3_JUP","PIK3R3","JUP"
"P3R3URF.PIK3R3_JUP","P3R3URF.PIK3R3","JUP"
"AKT1_JUP","AKT1","JUP"
"AKT2_JUP","AKT2","JUP"
"AKT3_JUP","AKT3","JUP"
"CHUK_JUP","CHUK","JUP"
"IKBKB_JUP","IKBKB","JUP"
"IKBKG_JUP","IKBKG","JUP"
"NFKB1_JUP","NFKB1","JUP"
"BAD_JUP","BAD","JUP"
"MTOR_JUP","MTOR","JUP"
"EIF4EBP1_JUP","EIF4EBP1","JUP"
"RPS6KB2_JUP","RPS6KB2","JUP"
"SOS1_JUP","SOS1","JUP"
"SOS2_JUP","SOS2","JUP"
"HRAS_JUP","HRAS","JUP"
"ARAF_JUP","ARAF","JUP"
"BRAF_JUP","BRAF","JUP"
"RAF1_JUP","RAF1","JUP"
"MAP2K2_JUP","MAP2K2","JUP"
"MAPK1_JUP","MAPK1","JUP"
"MAPK3_JUP","MAPK3","JUP"
"STAT3_JUP","STAT3","JUP"
"STAT5B_JUP","STAT5B","JUP"
"PIM1_JUP","PIM1","JUP"
"PIM2_JUP","PIM2","JUP"
"CSF1R_JUP","CSF1R","JUP"
"CSF2_JUP","CSF2","JUP"
"IL3_JUP","IL3","JUP"
"RUNX1T1_JUP","RUNX1T1","JUP"
"PML_JUP","PML","JUP"
"RARA_JUP","RARA","JUP"
"PER2_JUP","PER2","JUP"
"SPI1_JUP","SPI1","JUP"
"CD14_JUP","CD14","JUP"
"ITGAM_JUP","ITGAM","JUP"
"FCGR1A_JUP","FCGR1A","JUP"
"CEBPE_JUP","CEBPE","JUP"
"BCL2A1_JUP","BCL2A1","JUP"
"CCNA2_JUP","CCNA2","JUP"
"CCNA1_JUP","CCNA1","JUP"
"DUSP6_JUP","DUSP6","JUP"
"TCF7_JUP","TCF7","JUP"
"TCF7L1_JUP","TCF7L1","JUP"
"TCF7L2_JUP","TCF7L2","JUP"
"LEF1_JUP","LEF1","JUP"
"CCND1_JUP","CCND1","JUP"
"PPARD_JUP","PPARD","JUP"
"KIT_TCF7","KIT","TCF7"
"PIK3CA_TCF7","PIK3CA","TCF7"
"PIK3CD_TCF7","PIK3CD","TCF7"
"PIK3CB_TCF7","PIK3CB","TCF7"
"PIK3R1_TCF7","PIK3R1","TCF7"
"P3R3URF.PIK3R3_TCF7","P3R3URF.PIK3R3","TCF7"
"AKT2_TCF7","AKT2","TCF7"
"AKT3_TCF7","AKT3","TCF7"
"CHUK_TCF7","CHUK","TCF7"
"IKBKB_TCF7","IKBKB","TCF7"
"NFKB1_TCF7","NFKB1","TCF7"
"RELA_TCF7","RELA","TCF7"
"BAD_TCF7","BAD","TCF7"
"MTOR_TCF7","MTOR","TCF7"
"EIF4EBP1_TCF7","EIF4EBP1","TCF7"
"RPS6KB2_TCF7","RPS6KB2","TCF7"
"GRB2_TCF7","GRB2","TCF7"
"SOS1_TCF7","SOS1","TCF7"
"SOS2_TCF7","SOS2","TCF7"
"RAF1_TCF7","RAF1","TCF7"
"MAP2K1_TCF7","MAP2K1","TCF7"
"MAP2K2_TCF7","MAP2K2","TCF7"
"MAPK1_TCF7","MAPK1","TCF7"
"MAPK3_TCF7","MAPK3","TCF7"
"STAT3_TCF7","STAT3","TCF7"
"STAT5A_TCF7","STAT5A","TCF7"
"PIM1_TCF7","PIM1","TCF7"
"PIM2_TCF7","PIM2","TCF7"
"CSF1R_TCF7","CSF1R","TCF7"
"MPO_TCF7","MPO","TCF7"
"CSF2_TCF7","CSF2","TCF7"
"IL3_TCF7","IL3","TCF7"
"RUNX1T1_TCF7","RUNX1T1","TCF7"
"PML_TCF7","PML","TCF7"
"RARA_TCF7","RARA","TCF7"
"ZBTB16_TCF7","ZBTB16","TCF7"
"PER2_TCF7","PER2","TCF7"
"SPI1_TCF7","SPI1","TCF7"
"CD14_TCF7","CD14","TCF7"
"FCGR1A_TCF7","FCGR1A","TCF7"
"CEBPE_TCF7","CEBPE","TCF7"
"CCNA1_TCF7","CCNA1","TCF7"
"MYC_TCF7","MYC","TCF7"
"DUSP6_TCF7","DUSP6","TCF7"
"JUP_TCF7","JUP","TCF7"
"TCF7L1_TCF7","TCF7L1","TCF7"
"TCF7L2_TCF7","TCF7L2","TCF7"
"LEF1_TCF7","LEF1","TCF7"
"PPARD_TCF7","PPARD","TCF7"
"KIT_TCF7L1","KIT","TCF7L1"
"FLT3_TCF7L1","FLT3","TCF7L1"
"PIK3CA_TCF7L1","PIK3CA","TCF7L1"
"PIK3CD_TCF7L1","PIK3CD","TCF7L1"
"PIK3CB_TCF7L1","PIK3CB","TCF7L1"
"PIK3R1_TCF7L1","PIK3R1","TCF7L1"
"PIK3R3_TCF7L1","PIK3R3","TCF7L1"
"P3R3URF.PIK3R3_TCF7L1","P3R3URF.PIK3R3","TCF7L1"
"AKT1_TCF7L1","AKT1","TCF7L1"
"CHUK_TCF7L1","CHUK","TCF7L1"
"IKBKB_TCF7L1","IKBKB","TCF7L1"
"IKBKG_TCF7L1","IKBKG","TCF7L1"
"NFKB1_TCF7L1","NFKB1","TCF7L1"
"RELA_TCF7L1","RELA","TCF7L1"
"BAD_TCF7L1","BAD","TCF7L1"
"MTOR_TCF7L1","MTOR","TCF7L1"
"EIF4EBP1_TCF7L1","EIF4EBP1","TCF7L1"
"RPS6KB1_TCF7L1","RPS6KB1","TCF7L1"
"RPS6KB2_TCF7L1","RPS6KB2","TCF7L1"
"SOS1_TCF7L1","SOS1","TCF7L1"
"HRAS_TCF7L1","HRAS","TCF7L1"
"BRAF_TCF7L1","BRAF","TCF7L1"
"RAF1_TCF7L1","RAF1","TCF7L1"
"MAP2K1_TCF7L1","MAP2K1","TCF7L1"
"MAP2K2_TCF7L1","MAP2K2","TCF7L1"
"MAPK1_TCF7L1","MAPK1","TCF7L1"
"MAPK3_TCF7L1","MAPK3","TCF7L1"
"STAT3_TCF7L1","STAT3","TCF7L1"
"STAT5A_TCF7L1","STAT5A","TCF7L1"
"STAT5B_TCF7L1","STAT5B","TCF7L1"
"PIM1_TCF7L1","PIM1","TCF7L1"
"PIM2_TCF7L1","PIM2","TCF7L1"
"CSF1R_TCF7L1","CSF1R","TCF7L1"
"CSF2_TCF7L1","CSF2","TCF7L1"
"IL3_TCF7L1","IL3","TCF7L1"
"RUNX1T1_TCF7L1","RUNX1T1","TCF7L1"
"RARA_TCF7L1","RARA","TCF7L1"
"ZBTB16_TCF7L1","ZBTB16","TCF7L1"
"PER2_TCF7L1","PER2","TCF7L1"
"SPI1_TCF7L1","SPI1","TCF7L1"
"CD14_TCF7L1","CD14","TCF7L1"
"FCGR1A_TCF7L1","FCGR1A","TCF7L1"
"CEBPE_TCF7L1","CEBPE","TCF7L1"
"BCL2A1_TCF7L1","BCL2A1","TCF7L1"
"CCNA2_TCF7L1","CCNA2","TCF7L1"
"CCNA1_TCF7L1","CCNA1","TCF7L1"
"MYC_TCF7L1","MYC","TCF7L1"
"DUSP6_TCF7L1","DUSP6","TCF7L1"
"JUP_TCF7L1","JUP","TCF7L1"
"TCF7_TCF7L1","TCF7","TCF7L1"
"TCF7L2_TCF7L1","TCF7L2","TCF7L1"
"LEF1_TCF7L1","LEF1","TCF7L1"
"CCND1_TCF7L1","CCND1","TCF7L1"
"PPARD_TCF7L1","PPARD","TCF7L1"
"KIT_TCF7L2","KIT","TCF7L2"
"PIK3CD_TCF7L2","PIK3CD","TCF7L2"
"PIK3CB_TCF7L2","PIK3CB","TCF7L2"
"PIK3R1_TCF7L2","PIK3R1","TCF7L2"
"PIK3R2_TCF7L2","PIK3R2","TCF7L2"
"PIK3R3_TCF7L2","PIK3R3","TCF7L2"
"P3R3URF.PIK3R3_TCF7L2","P3R3URF.PIK3R3","TCF7L2"
"CHUK_TCF7L2","CHUK","TCF7L2"
"IKBKB_TCF7L2","IKBKB","TCF7L2"
"IKBKG_TCF7L2","IKBKG","TCF7L2"
"NFKB1_TCF7L2","NFKB1","TCF7L2"
"RELA_TCF7L2","RELA","TCF7L2"
"BAD_TCF7L2","BAD","TCF7L2"
"MTOR_TCF7L2","MTOR","TCF7L2"
"EIF4EBP1_TCF7L2","EIF4EBP1","TCF7L2"
"RPS6KB2_TCF7L2","RPS6KB2","TCF7L2"
"GRB2_TCF7L2","GRB2","TCF7L2"
"HRAS_TCF7L2","HRAS","TCF7L2"
"ARAF_TCF7L2","ARAF","TCF7L2"
"MAP2K1_TCF7L2","MAP2K1","TCF7L2"
"MAP2K2_TCF7L2","MAP2K2","TCF7L2"
"MAPK1_TCF7L2","MAPK1","TCF7L2"
"STAT3_TCF7L2","STAT3","TCF7L2"
"STAT5A_TCF7L2","STAT5A","TCF7L2"
"PIM2_TCF7L2","PIM2","TCF7L2"
"CSF1R_TCF7L2","CSF1R","TCF7L2"
"CSF2_TCF7L2","CSF2","TCF7L2"
"RUNX1T1_TCF7L2","RUNX1T1","TCF7L2"
"PML_TCF7L2","PML","TCF7L2"
"RARA_TCF7L2","RARA","TCF7L2"
"ZBTB16_TCF7L2","ZBTB16","TCF7L2"
"PER2_TCF7L2","PER2","TCF7L2"
"SPI1_TCF7L2","SPI1","TCF7L2"
"CD14_TCF7L2","CD14","TCF7L2"
"BCL2A1_TCF7L2","BCL2A1","TCF7L2"
"CCNA2_TCF7L2","CCNA2","TCF7L2"
"CCNA1_TCF7L2","CCNA1","TCF7L2"
"MYC_TCF7L2","MYC","TCF7L2"
"DUSP6_TCF7L2","DUSP6","TCF7L2"
"JUP_TCF7L2","JUP","TCF7L2"
"TCF7_TCF7L2","TCF7","TCF7L2"
"TCF7L1_TCF7L2","TCF7L1","TCF7L2"
"LEF1_TCF7L2","LEF1","TCF7L2"
"CCND1_TCF7L2","CCND1","TCF7L2"
"PPARD_TCF7L2","PPARD","TCF7L2"
"KIT_LEF1","KIT","LEF1"
"FLT3_LEF1","FLT3","LEF1"
"PIK3CA_LEF1","PIK3CA","LEF1"
"PIK3CD_LEF1","PIK3CD","LEF1"
"PIK3CB_LEF1","PIK3CB","LEF1"
"PIK3R1_LEF1","PIK3R1","LEF1"
"PIK3R3_LEF1","PIK3R3","LEF1"
"P3R3URF.PIK3R3_LEF1","P3R3URF.PIK3R3","LEF1"
"AKT3_LEF1","AKT3","LEF1"
"IKBKB_LEF1","IKBKB","LEF1"
"NFKB1_LEF1","NFKB1","LEF1"
"BAD_LEF1","BAD","LEF1"
"MTOR_LEF1","MTOR","LEF1"
"EIF4EBP1_LEF1","EIF4EBP1","LEF1"
"RPS6KB1_LEF1","RPS6KB1","LEF1"
"SOS1_LEF1","SOS1","LEF1"
"SOS2_LEF1","SOS2","LEF1"
"BRAF_LEF1","BRAF","LEF1"
"MAPK1_LEF1","MAPK1","LEF1"
"MAPK3_LEF1","MAPK3","LEF1"
"STAT3_LEF1","STAT3","LEF1"
"STAT5A_LEF1","STAT5A","LEF1"
"STAT5B_LEF1","STAT5B","LEF1"
"PIM1_LEF1","PIM1","LEF1"
"PIM2_LEF1","PIM2","LEF1"
"CSF1R_LEF1","CSF1R","LEF1"
"MPO_LEF1","MPO","LEF1"
"CSF2_LEF1","CSF2","LEF1"
"PER2_LEF1","PER2","LEF1"
"CD14_LEF1","CD14","LEF1"
"ITGAM_LEF1","ITGAM","LEF1"
"FCGR1A_LEF1","FCGR1A","LEF1"
"CEBPE_LEF1","CEBPE","LEF1"
